OBJECTID,UR2022_V1_00,UR2022_V1_00_NAME,UR2022_V1_00_NAME_ASCII,IUR2022_V1_00,IUR2022_V1_00_NAME,LAND_AREA_SQ_KM,AREA_SQ_KM,Shape_Length,Shape_Area
280,1294,Waimārama,Waimarama,21,Rural settlement,1.63438188,1.63438188,6105.036893,1634377.208
281,1296,Napier,Napier,12,Large urban area,105.0510255,105.0510255,81783.64217,105051561.2
282,1297,Tikokino,Tikokino,21,Rural settlement,0.77703588,0.77703588,3910.433777,777290.8361
283,1298,Ongaonga,Ongaonga,21,Rural settlement,10.53483887,10.53483887,14230.01876,10534931.7
284,1299,Takapau,Takapau,21,Rural settlement,3.1802402,3.1802402,10329.72365,3180274.731
285,1300,Ōtāne,Otane,21,Rural settlement,0.93813886,0.93813886,4171.993633,938274.1251
286,1301,Waipāwa,Waipawa,14,Small urban area,6.80175162,6.80175162,14672.01487,6802281.827
287,1302,Waipukurau,Waipukurau,14,Small urban area,8.03675264,8.03675264,16051.93851,8036663.75
288,1303,Other rural Central Hawke's Bay District,Other rural Central Hawke's Bay District,22,Rural other,3302.301766,3302.301766,412397.1033,3302298606
289,1304,Pōrangahau,Porangahau,21,Rural settlement,0.42911825,0.42911825,3240.547311,429074.7671
290,1305,Ōakura (New Plymouth District),Oakura (New Plymouth District),14,Small urban area,1.68369958,1.68369958,8349.570115,1683791.448
291,1306,Ōkato,Okato,21,Rural settlement,1.02442273,1.02442273,6423.654012,1024156.22
292,1307,New Plymouth,New Plymouth,12,Large urban area,75.50164333,75.50164333,73976.57252,75501876.72
293,1308,Waitara,Waitara,14,Small urban area,5.66179722,5.66179722,13611.66414,5662110.314
294,1309,Lepperton,Lepperton,21,Rural settlement,7.62566234,7.62566234,15520.28309,7626328.92
295,1310,Egmont Village,Egmont Village,21,Rural settlement,1.44481148,1.44481148,6737.966357,1445176.327
296,1311,Ōnaero Beach,Onaero Beach,21,Rural settlement,0.1534811,0.1534811,2554.267647,153462.6293
297,1312,Urenui,Urenui,21,Rural settlement,3.64905533,3.64905533,10416.03751,3649361.269
298,1313,Inglewood,Inglewood,14,Small urban area,3.03162871,3.03162871,9472.550543,3031737.833
299,1314,Other rural New Plymouth District,Other rural New Plymouth District,22,Rural other,2105.822371,2105.822371,445501.7716,2105819444
300,1315,Midhirst,Midhirst,21,Rural settlement,1.82458511,1.82458511,6031.081418,1824808.989
301,1316,Stratford,Stratford,14,Small urban area,8.5377995,8.5377995,13108.16949,8537667.746
302,1317,Other rural Stratford District,Other rural Stratford District,22,Rural other,2153.063068,2153.063068,429470.6835,2153061512
303,1318,Ōpunake,Opunake,14,Small urban area,3.77983249,3.77983249,12814.13864,3779963.616
304,1319,Kaponga,Kaponga,21,Rural settlement,1.55572821,1.55572821,6089.41807,1555669.759
305,1320,Manaia,Manaia,21,Rural settlement,2.54568858,2.54568858,7346.891662,2545809.764
306,1321,Eltham,Eltham,14,Small urban area,3.41945619,3.41945619,11581.29027,3419551.097
307,1322,Ōhāwe,Ohawe,21,Rural settlement,0.90262812,0.90262812,4921.57181,902456.9412
308,1323,Normanby,Normanby,21,Rural settlement,1.06466308,1.06466308,4581.216435,1064906.677
309,1324,Hāwera,Hawera,14,Small urban area,25.18311687,25.18311687,30167.03446,25182972.45
310,1325,Other rural South Taranaki District,Other rural South Taranaki District,22,Rural other,3527.68346,3527.68346,445907.7476,3527682889
311,1326,Pātea,Patea,14,Small urban area,6.17044188,6.17044188,12953.53901,6170320.919
312,1327,Waverley,Waverley,21,Rural settlement,2.28245171,2.28245171,6607.070701,2282377.272
313,1328,Waitōtara,Waitotara,21,Rural settlement,0.24814682,0.24814682,2517.999595,248185.3787
314,1329,Waiinu Beach,Waiinu Beach,21,Rural settlement,0.24857597,0.24857597,2223.440114,248531.8199
315,1330,Ōhura,Ohura,21,Rural settlement,2.78891289,2.78891289,11677.5534,2789071.777
316,1331,Taumarunui,Taumarunui,14,Small urban area,13.65459124,13.65459124,35143.00084,13654550.69
317,1332,Ōwhango,Owhango,21,Rural settlement,0.60664856,0.60664856,3828.878572,606631.7429
318,1333,Other rural Ruapehu District,Other rural Ruapehu District,22,Rural other,6699.517845,6699.517845,750882.0352,6699520385
319,1334,Raurimu,Raurimu,21,Rural settlement,0.87928673,0.87928673,7565.83171,879377.3687
320,1335,National Park,National Park,21,Rural settlement,0.88706061,0.88706061,4506.138412,886757.4235
321,1336,Raetihi,Raetihi,14,Small urban area,3.85952556,3.85952556,11630.05982,3859765.386
322,1337,Ōhakune,Ohakune,14,Small urban area,6.43865835,6.43865835,14881.70255,6438793.02
323,1338,Rangataua,Rangataua,21,Rural settlement,0.77177655,0.77177655,3676.682091,772160.5395
324,1339,Waiōuru,Waiouru,21,Rural settlement,5.01060584,5.01060584,11981.89059,5010784.535
325,1340,Kai Iwi,Kai Iwi,21,Rural settlement,0.87607252,0.87607252,4918.428759,876385.9654
326,1341,Other rural Whanganui District,Other rural Whanganui District,22,Rural other,2332.048073,2332.048073,473638.3573,2332052441
327,1342,Whanganui,Whanganui,12,Large urban area,40.3491668,40.3491668,52247.44043,40348435.27
328,1343,Rātana,Ratana,21,Rural settlement,0.20981676,0.20981676,2137.824573,209955.3598
329,1344,Koitiata,Koitiata,21,Rural settlement,0.21173225,0.21173225,1983.037969,211628.8562
330,1345,Other rural Rangitīkei District,Other rural Rangitikei District,22,Rural other,4454.447053,4454.447053,703315.4739,4454447278
331,1346,Taihape,Taihape,14,Small urban area,4.93440265,4.93440265,16309.02343,4934256.517
332,1347,Marton,Marton,14,Small urban area,13.5927051,13.5927051,27976.77061,13591361.9
333,1348,Hunterville,Hunterville,21,Rural settlement,3.21856098,3.21856098,7904.948478,3218650.04
334,1349,Mangaweka,Mangaweka,21,Rural settlement,0.46921589,0.46921589,3016.413193,469228.7798
335,1350,Bulls,Bulls,14,Small urban area,6.82877144,6.82877144,14428.38302,6829272.489
336,1351,Tangimoana,Tangimoana,21,Rural settlement,0.52684721,0.52684721,4034.955565,526994.3858
337,1352,Ōhakea,Ohakea,21,Rural settlement,6.05875047,6.05875047,11423.13345,6058683.522
338,1353,Halcombe,Halcombe,21,Rural settlement,4.13757627,4.13757627,11448.27709,4137011.13
339,1354,Sanson,Sanson,21,Rural settlement,0.60444813,0.60444813,3433.941478,604463.7776
340,1355,Himatangi Beach,Himatangi Beach,21,Rural settlement,0.9540472,0.9540472,4731.794116,954182.7237
341,1356,Rongotea,Rongotea,21,Rural settlement,0.58159806,0.58159806,3603.37671,581336.0311
342,1357,Feilding,Feilding,13,Medium urban area,23.59162677,23.59162677,26737.16596,23591578.06
343,1358,Other rural Manawatū District,Other rural Manawatu District,22,Rural other,2520.579862,2520.579862,429127.5514,2520579562
344,1359,Kimbolton,Kimbolton,21,Rural settlement,1.31949956,1.31949956,5970.413142,1319247.006
345,1360,Pohangina,Pohangina,21,Rural settlement,5.80919898,5.80919898,14506.99136,5809455.15
346,1361,Hiwinui,Hiwinui,21,Rural settlement,2.42301158,2.42301158,9779.197719,2422808.379
347,1362,Bunnythorpe,Bunnythorpe,21,Rural settlement,4.2617074,4.2617074,11738.58973,4261873.314
348,1363,Longburn,Longburn,21,Rural settlement,0.93584528,0.93584528,6253.286132,935912.1572
349,1364,Palmerston North,Palmerston North,12,Large urban area,76.98432203,76.98432203,53861.31475,76983684.56
350,1365,Ashhurst,Ashhurst,14,Small urban area,4.20715177,4.20715177,11930.59724,4207162.55
351,1366,Other rural Palmerston North City,Other rural Palmerston North City,22,Rural other,308.3540494,308.3540494,170227.5999,308352050.2
352,1367,Woodville,Woodville,14,Small urban area,4.03940482,4.03940482,8636.255708,4039838.47
353,1368,Norsewood,Norsewood,21,Rural settlement,0.37592534,0.37592534,3924.975177,376046.0254
354,1369,Dannevirke,Dannevirke,14,Small urban area,6.81578307,6.81578307,20948.03937,6815825.717
355,1370,Pahiatua,Pahiatua,14,Small urban area,3.87707064,3.87707064,10582.70284,3876942.324
356,1371,Ormondville,Ormondville,21,Rural settlement,0.2877564,0.2877564,2831.760566,287827.3268
357,1372,Eketāhuna,Eketahuna,21,Rural settlement,4.18279754,4.18279754,15073.28975,4182612.345
358,1373,Other rural Tararua District,Other rural Tararua District,22,Rural other,4343.977393,4343.977393,488127.5162,4343942088
359,1374,Pongaroa,Pongaroa,21,Rural settlement,1.0945626,1.0945626,4480.676214,1094773.339
360,1375,Foxton Beach,Foxton Beach,14,Small urban area,2.64176065,2.64176065,9637.357382,2641710.417
361,1376,Waitārere Beach,Waitarere Beach,21,Rural settlement,1.62651041,1.62651041,8430.861389,1626528.059
362,1377,Foxton,Foxton,14,Small urban area,11.5578503,11.5578503,24310.83889,11557635.21
363,1378,Hōkio Beach,Hokio Beach,21,Rural settlement,0.92316239,0.92316239,4653.526946,923023.5434
364,1379,Waikawa Beach,Waikawa Beach,21,Rural settlement,1.5032856,1.5032856,7390.639923,1503349.814
365,1380,Ōhau,Ohau,21,Rural settlement,6.10117391,6.10117391,16443.83356,6101456.078
366,1381,Levin,Levin,13,Medium urban area,22.43420275,22.43420275,26040.32623,22434775.17
367,1382,Other rural Horowhenua District,Other rural Horowhenua District,22,Rural other,1002.028086,1002.028086,283231.8337,1002028151
368,1383,Shannon,Shannon,14,Small urban area,2.94401163,2.94401163,8266.529332,2944234.474
369,1384,Tokomaru,Tokomaru,21,Rural settlement,2.53719032,2.53719032,7098.026444,2537149.703
370,1385,Manakau,Manakau,21,Rural settlement,5.66441339,5.66441339,12743.07326,5664641.682
371,1386,Mangaore,Mangaore,21,Rural settlement,3.94450198,3.94450198,10765.7737,3944352.766
372,1387,Ōtaki Beach,Otaki Beach,14,Small urban area,3.36054515,3.36054515,11427.79272,3361024.706
373,1388,Te Horo Beach,Te Horo Beach,21,Rural settlement,0.33121621,0.33121621,2656.683999,331248.8335
374,1389,Ōtaki,Otaki,14,Small urban area,9.19690721,9.19690721,19538.64623,9196958.354
375,1390,Waikanae,Waikanae,13,Medium urban area,29.61388797,29.61388797,26998.04708,29611957.24
376,1391,Paraparaumu,Paraparaumu,13,Medium urban area,28.60628874,28.60628874,33593.64373,28607050.17
377,1392,Paekākāriki,Paekakariki,14,Small urban area,5.91415914,5.91415914,16467.13601,5913825.934
378,1393,Other rural Kapiti Coast District,Other rural Kapiti Coast District,22,Rural other,654.4970739,654.4970739,209966.8214,654497907.8
379,1394,Porirua,Porirua,12,Large urban area,60.97781417,60.97781417,82767.36135,60978679.14
380,1396,Other rural Porirua City,Other rural Porirua City,22,Rural other,113.824048,113.824048,75595.00763,113825324.6
381,1397,Other rural Upper Hutt City,Other rural Upper Hutt City,22,Rural other,488.7158755,488.7158755,176160.4113,488714240.5
382,1398,Upper Hutt,Upper Hutt,12,Large urban area,51.16022748,51.16022748,59502.19397,51161291.18
383,1399,Lower Hutt,Lower Hutt,11,Major urban area,78.53208685,78.53208685,109640.2618,78531483.98
384,1400,Other rural Lower Hutt City,Other rural Lower Hutt City,22,Rural other,297.871485,297.871485,171008.4328,297872042.9
385,1401,Other rural Wellington City,Other rural Wellington City,22,Rural other,177.5531723,177.5531723,96636.84477,177553263.2
386,1402,Wellington,Wellington,11,Major urban area,112.3568732,112.3568732,121306.8065,112355837.5
387,1403,Masterton,Masterton,13,Medium urban area,21.53761812,21.53761812,26098.54881,21537462.67
388,1404,Other rural Masterton District,Other rural Masterton District,22,Rural other,2277.817147,2277.817147,354592.7054,2277855828
389,1405,Castlepoint,Castlepoint,21,Rural settlement,0.81352086,0.81352086,5390.648209,813425.1961
390,1406,Carterton,Carterton,14,Small urban area,5.29754813,5.29754813,11630.94198,5297767.682
391,1407,Other rural Carterton District,Other rural Carterton District,22,Rural other,1174.612617,1174.612617,333622.4836,1174611577
392,1408,Featherston,Featherston,14,Small urban area,3.18957748,3.18957748,9388.612394,3189708.208
393,1409,Inland water South Wairarapa District,Inland water South Wairarapa District,31,Inland water,0,70.08799087,63181.53668,70088402.72
394,1410,Greytown,Greytown,14,Small urban area,5.06897529,5.06897529,14390.50317,5069169.603
395,1411,Martinborough,Martinborough,14,Small urban area,4.49940184,4.49940184,10196.63301,4499604.096
396,1412,Other rural South Wairarapa District,Other rural South Wairarapa District,22,Rural other,2374.996524,2374.996524,414198.1177,2374996725
397,1413,Three Kings Islands,Three Kings Islands,22,Rural other,4.96643395,4.96643395,34486.44102,4964839.054
398,1417,Islands Bay of Plenty Region,Islands Bay of Plenty Region,22,Rural other,24.87847098,24.87847098,58944.7725,24878353.13
399,1420,Island Hawke's Bay Region,Island Hawke's Bay Region,22,Rural other,0.13162933,0.13162933,2288.45549,131642.5243
400,1421,Waihī Beach-Bowentown,Waihi Beach-Bowentown,14,Small urban area,6.31401976,6.31401976,24425.67521,6313759.51
401,2001,Collingwood,Collingwood,21,Rural settlement,1.71979106,1.71979106,9024.80961,1719843.93
402,2002,Parapara,Parapara,21,Rural settlement,0.68978899,0.68978899,8182.230283,689811.9661
403,2004,Tākaka,Takaka,14,Small urban area,12.51704766,12.51704766,21226.86961,12517008.81
404,2005,Ligar Bay,Ligar Bay,21,Rural settlement,2.23868533,2.23868533,13598.62177,2239111.856
405,2006,Pōhara,Pohara,21,Rural settlement,8.06254656,8.06254656,26684.85559,8062130.066
406,2007,Mārahau,Marahau,21,Rural settlement,6.14381162,6.14381162,19242.02949,6143569.879
407,2008,Kaiteriteri,Kaiteriteri,21,Rural settlement,3.5512474,3.5512474,15316.74572,3551054.095
408,2009,Rīwaka,Riwaka,21,Rural settlement,5.49211852,5.49211852,10728.98857,5492320.787
409,2010,Motueka,Motueka,14,Small urban area,13.40581429,13.40581429,23157.40245,13406121.9
410,2011,Other rural Tasman District,Other rural Tasman District,22,Rural other,9495.977118,9495.977118,1219619.967,9495969680
411,2012,Tasman,Tasman,21,Rural settlement,6.53674105,6.53674105,21652.85396,6537067.855
412,2013,Tapawera,Tapawera,21,Rural settlement,6.1411931,6.1411931,11635.60042,6141275.356
413,2014,Ruby Bay,Ruby Bay,21,Rural settlement,2.9146128,2.9146128,9912.002023,2914771.337
414,2015,Murchison,Murchison,21,Rural settlement,4.3362175,4.3362175,9611.93908,4335887.007
415,2016,Māpua,Mapua,14,Small urban area,2.3164847,2.3164847,9969.156481,2316376.073
416,2017,Wakefield,Wakefield,14,Small urban area,9.92316763,9.92316763,18051.07957,9922597.571
417,2018,Brightwater,Brightwater,14,Small urban area,4.66708276,4.66708276,12180.79398,4667727.454
418,2019,Hope,Hope,14,Small urban area,7.54407244,7.54407244,17293.54253,7545311.977
419,2020,Richmond,Richmond,13,Medium urban area,17.3684967,17.3684967,23787.6211,17367786.38
420,2021,Inland water Tasman District,Inland water Tasman District,31,Inland water,0,33.51015422,56197.89429,33510444.12
421,2022,St Arnaud,St Arnaud,21,Rural settlement,6.28870817,6.28870817,15755.30796,6288752.031
422,2024,Nelson,Nelson,12,Large urban area,54.33506848,54.33506848,73200.20075,54333993.25
423,2025,Other rural Nelson City,Other rural Nelson City,22,Rural other,366.38566,366.38566,158500.0553,366386116.8
424,2026,Ōkiwi Bay,Okiwi Bay,21,Rural settlement,1.08152122,1.08152122,6739.407159,1081680.638
425,2027,Rai Valley,Rai Valley,21,Rural settlement,27.9574481,27.9574481,27181.8549,27958095.2
426,2028,Havelock,Havelock,21,Rural settlement,1.67333608,1.67333608,10304.13029,1673270.431
427,2030,Anakiwa,Anakiwa,21,Rural settlement,1.16793687,1.16793687,6394.143746,1167708.861
